ID,Product Name,Category,Discount %,Promotion Text,Images (JSON)
product-381,Ghế Auto Fill,PEDICURE CHAIR,27,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-384,Ghế Luxury VL9615,PEDICURE CHAIR,20,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-382,Ghế New Space VL958,PEDICURE CHAIR,20,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-383,Ghế New Space VL958 Non Auto,PEDICURE CHAIR,13,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-379,Ghế Non Auto Fill - Chậu Cao Su,PEDICURE CHAIR,27,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-380,Ghế Non Auto Fill - Chậu Thủy Tinh,PEDICURE CHAIR,27,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-388,NAIL TABLE - BlazingStar Double - MÁY HÚT PRO,NAIL TABLE,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-387,NAIL TABLE - BlazingStar Double - MÁY HÚT THƯỜNG,NAIL TABLE,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-386,NAIL TABLE - BlazingStar Single - MÁY HÚT PRO,NAIL TABLE,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-385,NAIL TABLE - BlazingStar Single - MÁY HÚT THƯỜNG,NAIL TABLE,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-390,NAIL TABLE - BlazingStar Triple - MÁY HÚT PRO,NAIL TABLE,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-389,NAIL TABLE - BlazingStar Triple - MÁY HÚT THƯỜNG,NAIL TABLE,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-3,La Palm Callus Remover 32oz - Super Lemon,La Palm,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-4,La Palm Callus Remover Extreme 32oz - French Rose,La Palm,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-5,La Palm Callus Remover Gallon - Super Lemon,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-6,La Palm Callus Remover Gallon Extreme  - French Rose,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-107,La Palm Collagen 10 Step - Jasmine,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-106,La Palm Collagen 10 Step (2 scents) - Avocado,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-109,La Palm Collagen 7 Step Bomber - Lavender Lace,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-110,La Palm Collagen 7 Step Bomber - Lemon,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-111,La Palm Collagen 7 Step Bomber - Luxury Pearl,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-112,La Palm Collagen 7 Step Bomber - No.5 Perfume,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-113,La Palm Collagen 7 Step Bomber - Sweet Orange,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-108,La Palm Collagen 7 Step Bomber (6 scents) - Crystal Waters,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-7,La Palm Cooling Gel 12oz - Aloe Vera,La Palm,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-8,La Palm Cooling Gel Gallon - Aloe Vera,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-9,La Palm Cream Mask 12oz - Aloe Vera,La Palm,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-10,La Palm Cream Mask 12oz - Lemon,La Palm,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-11,La Palm Cream Mask 12oz - Orange Tangerine Zest,La Palm,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-12,La Palm Cream Mask Gallon - Aloe Vera,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-13,La Palm Cream Mask Gallon - Aloe Vera,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-14,La Palm Cream Mask Gallon - Lemon,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-18,La Palm Cuticle Oil Gallon - Peach,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-17,La Palm Cuticle Oil Gallon - Yellow Pineapple,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-19,La Palm Cuticle Oil Gallon CASE,La Palm,20,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-21,La Palm Cuticle Softener 8oz - Mandarin Pear,La Palm,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-20,La Palm Cuticle Softener 8oz - Peach & Aloe Vera,La Palm,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-23,La Palm Cuticle Softener Gallon - Mandarin Pear,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-22,La Palm Cuticle Softener Gallon - Peach & Aloe Vera,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-24,La Palm Cuticle Softener Gallon CASE,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-115,La Palm Fragrance Oil 2oz - Cucumber Cashmere,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-116,La Palm Fragrance Oil 2oz - Eucalyptus,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-117,La Palm Fragrance Oil 2oz - French Floral,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-118,La Palm Fragrance Oil 2oz - Fresh Linen,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-119,La Palm Fragrance Oil 2oz - Honey Pearl,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-120,La Palm Fragrance Oil 2oz - Lavender Tea,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-121,La Palm Fragrance Oil 2oz - Lemon,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-122,La Palm Fragrance Oil 2oz - Lemongrass & Ginger,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-123,La Palm Fragrance Oil 2oz - Mademoiselle,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-124,La Palm Fragrance Oil 2oz - Mango,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-125,La Palm Fragrance Oil 2oz - Milk & Honey,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-126,La Palm Fragrance Oil 2oz - Orange Tangerine Zest,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-127,La Palm Fragrance Oil 2oz - Perfume No.5,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-128,La Palm Fragrance Oil 2oz - Raspberry Pomegranate,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-129,La Palm Fragrance Oil 2oz - Romance,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-130,La Palm Fragrance Oil 2oz - Rose,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-131,La Palm Fragrance Oil 2oz - Spearmint,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-132,La Palm Fragrance Oil 2oz - Tea Tree,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-133,La Palm Fragrance Oil 2oz - Tropical Citrus,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-114,La Palm Fragrance Oil 2oz ( 20 MÙI ) - Aloe Vera,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-53,La Palm Jojoba Scrub Bucket - Green Tea,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-54,La Palm Jojoba Scrub Bucket - Lemongrass,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-52,La Palm Jojoba Scrub Bucket - Spearmint Eucalyptus,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-51,La Palm Jojoba Scrub Gallon - Green Tea,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-50,La Palm Jojoba Scrub Gallon - Lemongrass,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-49,La Palm Jojoba Scrub Gallon - Spearmint Eucalyptus,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-1,La Palm Liquid 4 Season - Mango,La Palm,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-2,La Palm Liquid 4 Season - Mango,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-27,La Palm Lotion 24oz - Coconut Cream,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-28,La Palm Lotion 24oz - French Rose,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-29,La Palm Lotion 24oz - Green Tea,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-30,La Palm Lotion 24oz - Lavender Purple,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-31,La Palm Lotion 24oz - Lemon,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-26,La Palm Lotion 24oz - Mango,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-32,La Palm Lotion 24oz - Tropical Citrus,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-25,La Palm Lotion 24oz ( 8 MÙI) - Lychee Lemongrass,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-35,La Palm Lotion Gallon - Coconut Cream,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-36,La Palm Lotion Gallon - French Rose,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-37,La Palm Lotion Gallon - Green Tea,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-38,La Palm Lotion Gallon - Lavender Purple,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-39,La Palm Lotion Gallon - Lemon,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-34,La Palm Lotion Gallon - Mango,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-40,La Palm Lotion Gallon - Tropical Citrus,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-33,La Palm Lotion Gallon (8 MÙI) - Lychee Lemongrass,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-15,La Palm Marine Mask 12oz - Cucumber,La Palm,0,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-16,La Palm Marine Mask Gallon - Cucumber,La Palm,32,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-42,La Palm Massage Oil Gallon - Green Tea,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-43,La Palm Massage Oil Gallon - Lavender Purple,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-44,La Palm Massage Oil Gallon - Orange Tangerine Zest,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-41,La Palm Massage Oil Gallon (4 MÙI) - Aloe Vera,La Palm,10,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-45,La Palm Massage Oil Gallon CASE,La Palm,20,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-90,La Palm Pedicure Trays 4 step - Aloe Vera CBD,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-91,La Palm Pedicure Trays 4 step - Lemongrass & Ginger CBD,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-85,La Palm Pedicure Trays 4 step - Matcha Green Tea,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-92,La Palm Pedicure Trays 4 step - Milk & Honey CBD,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-86,La Palm Pedicure Trays 4 step - No.5,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
product-87,La Palm Pedicure Trays 4 step - Ocean Pearl,La Palm,30,Áp dụng từ ngày 16/11 đến hết ngày 30/11,"{""topLeft"": ""/vllondon-logo.jpeg"", ""topRight"": ""/vllondon-logo.jpeg"", ""bottomLeft"": ""/vllondon-logo.jpeg""}"
